# t (s)	mx ()	my ()	mz ()
3.2020404360349394e-10	-0.27880868	-0.10394555	0.104700364
3.2505304520895027e-10	-0.2736745	-0.05317405	0.10871388
3.30192888586312e-10	-0.2636207	-0.0012818683	0.10965876
3.350451466396728e-10	-0.25022542	0.04258662	0.107304834
3.4017409442045826e-10	-0.23398902	0.080447696	0.10177555
3.4500067354399633e-10	-0.21954551	0.10630586	0.09449207
3.5009102977543583e-10	-0.20821084	0.12264601	0.085568845
3.5517309932854356e-10	-0.2032675	0.12773712	0.07617557
3.6025994590368093e-10	-0.20607056	0.12151689	0.06691612
3.650744104574378e-10	-0.21606499	0.10507374	0.05883098
3.701864604794339e-10	-0.23360954	0.07684399	0.05158341
3.750259246460813e-10	-0.25522137	0.041452903	0.04648714
3.8015883062786045e-10	-0.2815531	-0.0024039426	0.043229997
3.8500426862554626e-10	-0.30813634	-0.04654117	0.042155605
3.9012092634669975e-10	-0.33674952	-0.09269181	0.04290307
3.9521966762416836e-10	-0.36466244	-0.13530315	0.045241766
4.000270766689209e-10	-0.38933724	-0.17032005	0.04859712
4.0511855668610084e-10	-0.41265672	-0.20053892	0.05314447
4.1021960100707465e-10	-0.43277267	-0.22300027	0.05860122
4.150495305367671e-10	-0.44984224	-0.23687686	0.06441665
4.2017414903918535e-10	-0.46834508	-0.24410866	0.07087159
4.2502065226741347e-10	-0.4888204	-0.2445774	0.07676186
4.3015403115481436e-10	-0.51527756	-0.23914014	0.08232798
4.3500349651436784e-10	-0.54445195	-0.22909868	0.08670603
4.401439710309721e-10	-0.5778548	-0.21420173	0.09034249
4.4500525078314315e-10	-0.6094237	-0.19735225	0.092892334
4.501745948394039e-10	-0.64074206	-0.17814201	0.09475763
4.5507873263899905e-10	-0.66691273	-0.1601423	0.095790334
4.602078359851842e-10	-0.6898954	-0.14283289	0.09616073
4.6526696387483244e-10	-0.70831674	-0.12837338	0.095892124
4.700697493436029e-10	-0.7227956	-0.1179117	0.0951448
4.751984728881827e-10	-0.73662317	-0.110833555	0.09392544
4.800397091601382e-10	-0.75009286	-0.10784639	0.09249903
4.851607100312249e-10	-0.76712614	-0.10704658	0.09074939
4.900021914255126e-10	-0.78722537	-0.105580725	0.088573754
4.951417248989756e-10	-0.81163245	-0.09933328	0.08506857
5.000251933274438e-10	-0.83383	-0.08695738	0.08031194
5.052354156716807e-10	-0.8518886	-0.06842803	0.07415299
5.101877329795511e-10	-0.8621672	-0.049362242	0.067868814
5.150766146753478e-10	-0.867033	-0.031993918	0.061568335
5.202203399696529e-10	-0.86831385	-0.016364655	0.055110577
5.25056228606128e-10	-0.8660514	-0.0043314695	0.049445115
5.301704460125889e-10	-0.85882324	0.0054461723	0.043948572
5.352666560561492e-10	-0.84608114	0.012691681	0.038892254
5.400480387976158e-10	-0.829999	0.018442398	0.034512255
5.451023538312624e-10	-0.8104984	0.02488352	0.030335782
5.501550335724751e-10	-0.7905091	0.032856286	0.026626887
5.55214914399209e-10	-0.77204126	0.04236955	0.023118276
5.600064806050889e-10	-0.75754017	0.05186595	0.019628486
5.650901362478967e-10	-0.7473037	0.06313417	0.015361437
5.701836806499321e-10	-0.74490154	0.076664805	0.010157607
5.752831287120492e-10	-0.7518834	0.09120362	0.0039053392
5.801009817856607e-10	-0.7666963	0.10329514	-0.0029974808
5.851989954985079e-10	-0.7887839	0.110487975	-0.011271652
5.900175534242137e-10	-0.812925	0.109615296	-0.019855313
5.951335409369407e-10	-0.8393073	0.102184854	-0.029325945
6.002697033330648e-10	-0.86469483	0.091182165	-0.038342554
6.051430517936578e-10	-0.886098	0.07728814	-0.045866955
6.100306583547777e-10	-0.9030285	0.057762794	-0.05219873
6.1517328737935e-10	-0.9145998	0.029688846	-0.057499737
6.202745448013857e-10	-0.9188076	-0.005351279	-0.06131793
6.250532496401998e-10	-0.9158094	-0.04341457	-0.063562766
6.300939100105534e-10	-0.90542716	-0.087041475	-0.064570114
6.351240401228796e-10	-0.88818455	-0.1304805	-0.06432662
6.401602162361364e-10	-0.8659123	-0.17099328	-0.06284326
6.452110795547621e-10	-0.8406525	-0.2057107	-0.05988655
6.502796265894725e-10	-0.8140917	-0.23279236	-0.055573523
6.550789809559639e-10	-0.79027903	-0.25367054	-0.05070508
6.601728310924285e-10	-0.77073115	-0.27593085	-0.044811256
6.652816929265831e-10	-0.75885177	-0.3009646	-0.037752386
6.701181796275822e-10	-0.75310475	-0.32579103	-0.029987784
6.752397387905574e-10	-0.75222206	-0.35140732	-0.020819854
6.800700265590366e-10	-0.7589913	-0.37424698	-0.011172187
6.851806201271415e-10	-0.77645195	-0.395323	0.00017285421
6.900086859878308e-10	-0.7996749	-0.40902612	0.011960129
6.951290534824915e-10	-0.82602346	-0.41308424	0.025450319
7.002551274634363e-10	-0.85135067	-0.402918	0.039600592
7.050984709852001e-10	-0.873458	-0.37887904	0.0526381
7.102318572122517e-10	-0.8937008	-0.33872312	0.06525692
7.150669685603761e-10	-0.90872204	-0.28885972	0.07551083
7.201776824785966e-10	-0.9208255	-0.22738896	0.08377459
7.252832478302129e-10	-0.92991465	-0.16107751	0.08853907
7.301072616219967e-10	-0.93568885	-0.09678863	0.08960342
7.352064704665998e-10	-0.9390638	-0.029565722	0.08728488
7.400162290403923e-10	-0.9395894	0.031284936	0.08177
7.451140134772326e-10	-0.9361012	0.08996142	0.0723301
7.502205885622918e-10	-0.9286637	0.13819768	0.059484955
7.550558454734813e-10	-0.9207716	0.17221399	0.044954907
7.601912987285079e-10	-0.9138577	0.19807369	0.028005723
7.650274038013385e-10	-0.9097249	0.2145107	0.011421864
7.701297029527884e-10	-0.9099479	0.22218896	-0.005899147
7.7522068172095e-10	-0.91586405	0.21676277	-0.022102326
7.800250973710074e-10	-0.92493635	0.19836631	-0.035687268
7.851165763007258e-10	-0.935581	0.16633339	-0.047902998
7.902138241027763e-10	-0.9451811	0.12410421	-0.057631966
7.950355032770606e-10	-0.9517551	0.07742676	-0.064182535
8.001497599033516e-10	-0.9550711	0.02415062	-0.0680372
8.052641845797122e-10	-0.95515656	-0.02969934	-0.068838716
8.100885184356521e-10	-0.95302004	-0.07971975	-0.06723655
8.15186458405207e-10	-0.94915664	-0.13130331	-0.06363274
8.202709941621206e-10	-0.9443574	-0.18035129	-0.05870052
8.250643884473823e-10	-0.93890584	-0.22304693	-0.053226892
8.301377980441422e-10	-0.93105936	-0.2629164	-0.046647437
8.352126865967274e-10	-0.92008954	-0.29514286	-0.039157774
8.400074723431558e-10	-0.90771174	-0.3169059	-0.031063916
8.450882142640729e-10	-0.8946578	-0.33047506	-0.021249484
8.501759938717483e-10	-0.8839055	-0.33520842	-0.010133345
8.552681430931911e-10	-0.8774619	-0.33190838	0.0019195499
8.600769767585113e-10	-0.87667793	-0.3220689	0.013373532
8.651686047933657e-10	-0.8814072	-0.30528876	0.024720779
8.702576444576294e-10	-0.8903042	-0.28222677	0.03460952
8.750577309827427e-10	-0.90093	-0.2546978	0.042201772
8.801358573064505e-10	-0.9131618	-0.22012325	0.04812432
8.852126479796489e-10	-0.9251126	-0.18177073	0.051723316
8.900111788426352e-10	-0.93548965	-0.1442076	0.053002227
8.950985615421561e-10	-0.9458376	-0.10498904	0.052195176
9.001926969443787e-10	-0.9564337	-0.06762555	0.04930694
9.050062359105639e-10	-0.96629363	-0.03462003	0.044941142
9.101027281218382e-10	-0.9745701	-0.0027803683	0.03891385
9.151985007282312e-10	-0.97895354	0.024455145	0.031707708
9.200092333183528e-10	-0.9795503	0.04438596	0.02407065
9.251000866214508e-10	-0.97761154	0.058229644	0.015507544
9.301887156199657e-10	-0.97419006	0.06433966	0.0070038163
9.35277788291521e-10	-0.9699655	0.06324592	-0.00092434237
9.400827513609323e-10	-0.9656706	0.056579664	-0.007539288
9.451689157611712e-10	-0.96134734	0.044917125	-0.013407591
9.502560492404015e-10	-0.9575215	0.029927036	-0.017960861
9.55063139951767e-10	-0.95431066	0.013865064	-0.020959515
9.601543758272706e-10	-0.9516703	-0.0042364052	-0.022814687
9.652454406719396e-10	-0.950309	-0.022898614	-0.023492577
9.700539174969766e-10	-0.9503532	-0.040634852	-0.023146955
9.751460897874432e-10	-0.95153475	-0.058803473	-0.021749644
9.802402794744594e-10	-0.95326084	-0.07517708	-0.019389104
9.850529980272218e-10	-0.95511717	-0.088130444	-0.016516907
9.901479988329142e-10	-0.95749784	-0.09888774	-0.013147467
9.95237892538896e-10	-0.96055645	-0.106754564	-0.0098072635
1.0000430103205376e-09	-0.964122	-0.11195337	-0.006922014
1.0051319538219618e-09	-0.9682574	-0.11553766	-0.004324701
1.010224174727897e-09	-0.9716242	-0.1172528	-0.0023332613
1.0150349400701696e-09	-0.9727797	-0.116982885	-0.0010572833
1.0201283629030141e-09	-0.97145784	-0.11477457	-0.0003528774
1.0252230936341949e-09	-0.96846133	-0.11134353	-0.0002993567
1.0300367953629979e-09	-0.96513104	-0.108049475	-0.00080278236
1.0351358630718725e-09	-0.9616419	-0.105561234	-0.0018426538
1.0402373820905133e-09	-0.95862615	-0.10488475	-0.003284323
1.0450454966395364e-09	-0.9564359	-0.106241405	-0.0048760804
1.0501237157053623e-09	-0.95463514	-0.10962295	-0.0066692648
1.055197811629499e-09	-0.9532211	-0.11466924	-0.008431494
1.0602697265580667e-09	-0.9523984	-0.12132975	-0.009970592
1.0650579589447657e-09	-0.95255303	-0.12929657	-0.011038962
1.0701300067376271e-09	-0.9539872	-0.13949211	-0.011613819
1.0752050114107025e-09	-0.9565457	-0.15089905	-0.011551991
1.08028139250228e-09	-0.9594291	-0.16261885	-0.01085353
1.0850785132608894e-09	-0.9615004	-0.1731528	-0.009595872
1.0901600930866113e-09	-0.96257687	-0.18295847	-0.0076313773
1.0952429375585244e-09	-0.96301854	-0.19077966	-0.0050594425
1.1000455168048778e-09	-0.9637566	-0.19591308	-0.002120925
1.1051341584004407e-09	-0.9655746	-0.19849575	0.0014441127
1.1102255261919208e-09	-0.9682346	-0.19757587	0.0052974154
1.1150329902079792e-09	-0.9706557	-0.19309223	0.008947365
1.1201200322609249e-09	-0.972437	-0.18462858	0.012517088
1.12520485666185e-09	-0.97352195	-0.17295405	0.015533319
1.1300076318860674e-09	-0.9745239	-0.15961914	0.017728657
1.1350929025952328e-09	-0.9760436	-0.1436493	0.019268656
