0.7070195, 0.7242618, 0.7485066, 0.77532095, 0.80215573, 0.8275977, 0.85094965, 0.8719519, 0.8905993, 0.9070238, 0.9214215, 0.93400943, 0.945, 0.9545875, 0.96294236, 0.970209, 0.9765065, 0.98193085, 0.9865573, 0.99044347, 0.99363244, 0.9961553, 0.9980336, 0.9992815, 0.99990785, 0.9999163, 0.99930704, 0.998076, 0.99621457, 0.9937084, 0.99053574, 0.9866654, 0.9820542, 0.97664434, 0.97036034, 0.96310616, 0.9547626, 0.9451852, 0.9342034, 0.921623, 0.9072317, 0.8908127, 0.87216985, 0.85117155, 0.8278232, 0.8023844, 0.77555174, 0.74873805, 0.72449034, 0.7072408
0.689325, 0.707039, 0.7323964, 0.76051223, 0.788698, 0.815489, 0.8401569, 0.86241806, 0.88224953, 0.8997719, 0.91517603, 0.9286784, 0.9404938, 0.9508212, 0.95983666, 0.9676898, 0.97450495, 0.9803821, 0.98539996, 0.9896188, 0.99308324, 0.9958251, 0.99786687, 0.99922293, 0.9999018, 0.99990773, 0.9992405, 0.9978964, 0.9958668, 0.9931371, 0.9896853, 0.98547894, 0.98047346, 0.97460836, 0.96780485, 0.9599624, 0.9509569, 0.94063807, 0.9288302, 0.915334, 0.8999348, 0.88241625, 0.8625874, 0.84032804, 0.81566155, 0.78887177, 0.7606873, 0.732573, 0.7072163, 0.6895017
0.6628281, 0.68072295, 0.7070616, 0.73670924, 0.7667226, 0.7954781, 0.82214755, 0.8463795, 0.86810446, 0.88741195, 0.904475, 0.91950166, 0.9327055, 0.94428885, 0.9544329, 0.96329427, 0.9710036, 0.9776667, 0.9833666, 0.9881667, 0.99211377, 0.995241, 0.9975708, 0.9991178, 0.99989045, 0.9998928, 0.999125, 0.9975833, 0.9952596, 0.99213946, 0.9882003, 0.9834089, 0.9777186, 0.9710653, 0.96336585, 0.95451397, 0.94437885, 0.9328035, 0.9196064, 0.90458524, 0.88752604, 0.8682209, 0.8464972, 0.82226545, 0.79559594, 0.7668409, 0.7368296, 0.7071863, 0.6808544, 0.6629663
0.631141, 0.64909995, 0.67611206, 0.7070805, 0.73889846, 0.7697668, 0.7987148, 0.82528245, 0.8493202, 0.87086105, 0.8900404, 0.9070435, 0.92207247, 0.9353259, 0.94698626, 0.95721376, 0.96614367, 0.97388625, 0.980528, 0.9861348, 0.9907545, 0.99442005, 0.9971538, 0.99896914, 0.999874, 0.99987197, 0.9989635, 0.9971454, 0.99441063, 0.9907459, 0.9861294, 0.98052764, 0.97389287, 0.9661586, 0.95723796, 0.94702, 0.935369, 0.92212415, 0.9071026, 0.89010537, 0.8709303, 0.84939206, 0.82535547, 0.798788, 0.7698402, 0.7389733, 0.7071598, 0.67620033, 0.64920163, 0.6312563
0.5965704, 0.61447823, 0.6418458, 0.6737645, 0.70709527, 0.7399167, 0.7711189, 0.8001157, 0.826653, 0.8506829, 0.8722809, 0.8915909, 0.9087886, 0.9240571, 0.9375709, 0.9494874, 0.9599412, 0.96904296, 0.9768795, 0.9835159, 0.9889983, 0.9933578, 0.9966134, 0.9987765, 0.9998527, 0.99984473, 0.9987533, 0.9965771, 0.99331105, 0.9889449, 0.98345965, 0.9768246, 0.9689928, 0.9598989, 0.9494551, 0.9375499, 0.9240477, 0.9087906, 0.891603, 0.87230146, 0.85071015, 0.8266849, 0.8001506, 0.7711558, 0.7399559, 0.7071388, 0.67381644, 0.6419121, 0.6145644, 0.59667623
0.5606825, 0.57839864, 0.60580754, 0.6382572, 0.6726804, 0.70710844, 0.740329, 0.771638, 0.8006691, 0.8272768, 0.85145843, 0.87329745, 0.89292556, 0.9104953, 0.926161, 0.94006616, 0.95233697, 0.9630768, 0.9723667, 0.9802656, 0.9868132, 0.99203366, 0.9959396, 0.99853665, 0.99982655, 0.99981, 0.99848825, 0.9958628, 0.9919332, 0.98669565, 0.9801379, 0.9722358, 0.9629491, 0.9522177, 0.93995965, 0.92606974, 0.9104208, 0.8928678, 0.87325543, 0.8514303, 0.82726043, 0.8006619, 0.7716382, 0.7403353, 0.7071211, 0.67270166, 0.63829184, 0.60586226, 0.5784796, 0.56078845
0.52453715, 0.5419109, 0.5690596, 0.601621, 0.63666934, 0.67225856, 0.7071243, 0.74047256, 0.77183396, 0.8009626, 0.8277657, 0.8522515, 0.8744914, 0.89459103, 0.91266954, 0.928844, 0.9432192, 0.95588195, 0.9668976, 0.9763105, 0.984146, 0.99041444, 0.9951157, 0.9982449, 0.99979603, 0.99976665, 0.9981585, 0.99497795, 0.9902339, 0.98393327, 0.9760774, 0.96665573, 0.9556421, 0.9429904, 0.9286333, 0.91248184, 0.89442885, 0.8743555, 0.85214096, 0.8276783, 0.80089563, 0.7717841, 0.74043727, 0.7071016, 0.67224824, 0.6366735, 0.6016445, 0.56910926, 0.54199284, 0.5246491
0.4888301, 0.50571805, 0.53233045, 0.5646108, 0.59981763, 0.63608336, 0.6721425, 0.70714915, 0.740554, 0.77202064, 0.8013655, 0.8285135, 0.8534633, 0.8762595, 0.8969708, 0.9156726, 0.93243474, 0.9473133, 0.96034575, 0.9715492, 0.9809235, 0.98845404, 0.9941188, 0.9978942, 0.99976176, 0.99971265, 0.99775, 0.99388874, 0.98815227, 0.98056763, 0.97115856, 0.9599392, 0.94690853, 0.9320465, 0.9153121, 0.8966462, 0.87597525, 0.85322076, 0.82831156, 0.80120146, 0.77189046, 0.7404532, 0.7070735, 0.67208886, 0.63605046, 0.59980667, 0.5646259, 0.5323782, 0.50580424, 0.48895112
0.45399144, 0.47026822, 0.49610332, 0.52775097, 0.562679, 0.59913725, 0.63590384, 0.6721213, 0.70719194, 0.740709, 0.7724086, 0.8021336, 0.8298048, 0.85539526, 0.8789104, 0.90036964, 0.91979223, 0.93718773, 0.95254916, 0.96585065, 0.97704977, 0.98609203, 0.99291867, 0.99747616, 0.9997249, 0.9996459, 0.9972444, 0.9925491, 0.9856079, 0.9764797, 0.96522564, 0.9518997, 0.9365417, 0.9191727, 0.89979464, 0.87839204, 0.8549403, 0.82941544, 0.8018084, 0.772143, 0.74049705, 0.7070269, 0.67199653, 0.63581395, 0.59907895, 0.56265175, 0.5277579, 0.49614984, 0.47035953, 0.4541226
0.42025793, 0.43582058, 0.46067664, 0.49138886, 0.52564496, 0.561838, 0.5988241, 0.63577163, 0.6720688, 0.7072662, 0.74103916, 0.7731597, 0.80347335, 0.83187944, 0.8583116, 0.8827212, 0.9050622, 0.9252806, 0.9433059, 0.95904845, 0.972402, 0.98324966, 0.9914758, 0.9969794, 0.99968684, 0.99956286, 0.99661607, 0.99089766, 0.98249406, 0.9715147, 0.95807904, 0.94230217, 0.92428595, 0.90411216, 0.8818424, 0.857522, 0.83118874, 0.802884, 0.7726685, 0.7406392, 0.7069479, 0.67182165, 0.63558525, 0.5986895, 0.56174886, 0.5255983, 0.49138555, 0.46072102, 0.43591663, 0.42039904
