# t (s)	mx ()	my ()	mz ()
1.8700254717282213e-09	-0.2542389	0.07232176	0.023322092
1.8750424889988057e-09	-0.25525877	0.071173035	0.023302307
1.880059502119546e-09	-0.25624934	0.07000318	0.023283241
1.885076552680047e-09	-0.25721022	0.06881295	0.023264905
1.8900935818914885e-09	-0.25814122	0.06760315	0.023247294
1.8951105989759867e-09	-0.25904197	0.06637456	0.02323042
1.900127686491071e-09	-0.2599122	0.06512793	0.023214282
1.905144630874761e-09	-0.26075163	0.06386412	0.023198882
1.910161555548524e-09	-0.2615601	0.06258391	0.023184223
1.9150166716848326e-09	-0.26231277	0.061330102	0.023170747
1.9200337259278634e-09	-0.26305965	0.060019888	0.023157552
1.925050707136462e-09	-0.26377493	0.05869566	0.023145098
1.9300677520384285e-09	-0.26445845	0.057358187	0.023133393
1.935084735309639e-09	-0.26511002	0.05600833	0.023122426
1.94010171950146e-09	-0.2657296	0.054646857	0.023112208
1.9451187637490367e-09	-0.26631704	0.053274576	0.023102732
1.9501356470967403e-09	-0.2668722	0.051892348	0.023093991
1.9551527003660293e-09	-0.26739508	0.0505009	0.023085993
1.9600078542178496e-09	-0.26787028	0.04914638	0.02307896
1.9650249271589363e-09	-0.26832938	0.047739234	0.023072414
1.9700420015792497e-09	-0.2687561	0.046325304	0.023066605
1.9750590640769432e-09	-0.26915035	0.044905394	0.02306153
1.9800761266399154e-09	-0.26951215	0.043480307	0.023057183
1.9850931910173e-09	-0.26984155	0.04205085	0.023053566
1.990110257838739e-09	-0.27013856	0.0406178	0.023050677
1.9951272612263235e-09	-0.2704033	0.03918199	0.02304851
2.000144264265696e-09	-0.27063572	0.03774418	0.023047056
2.0051613496144992e-09	-0.27083609	0.03630513	0.023046324
2.0100165512296046e-09	-0.2709994	0.0349121	0.023046292
2.015033687623363e-09	-0.2711368	0.03347293	0.023046955
2.0200506880776093e-09	-0.27124238	0.03203489	0.02304832
2.0250676782871566e-09	-0.27131632	0.030598711	0.02305038
2.0300847527446626e-09	-0.27135882	0.02916513	0.023053138
2.035101732672472e-09	-0.27137005	0.027734956	0.02305658
2.040118836586348e-09	-0.27135015	0.026308868	0.023060704
2.045136002654666e-09	-0.27129942	0.024887627	0.023065498
2.050152996096873e-09	-0.271218	0.023472035	0.023070961
2.0550082428775375e-09	-0.27111024	0.022108106	0.02307688
2.0600252465488413e-09	-0.2709692	0.020705648	0.023083638
2.0650422504201333e-09	-0.27079833	0.019310923	0.023091044
2.070059383887065e-09	-0.2705978	0.017924601	0.023099089
2.075076472373282e-09	-0.27036795	0.016547421	0.02310777
2.0800935534762124e-09	-0.2701091	0.015180061	0.023117078
2.085110635939075e-09	-0.26982155	0.01382319	0.023127003
2.0901277283937217e-09	-0.26950565	0.0124774715	0.023137536
2.0951448973151957e-09	-0.26916173	0.011143547	0.023148673
2.100000167439836e-09	-0.26880258	0.009864522	0.023160014
2.105017260315782e-09	-0.2684046	0.008555738	0.023172311
2.1100343865501017e-09	-0.26797968	0.007260647	0.02318519
2.1150514144253666e-09	-0.26752824	0.005979894	0.02319863
2.1200684687400423e-09	-0.2670507	0.0047140527	0.023212636
2.125085578417424e-09	-0.2665474	0.0034637067	0.02322719
2.1301026773912654e-09	-0.2660189	0.0022294552	0.023242287
2.135119717461023e-09	-0.26546553	0.0010118801	0.023257913
2.1401367942807386e-09	-0.26488772	-0.00018848495	0.023274062
2.1451538825881316e-09	-0.264286	-0.001371089	0.02329072
2.1500091286088296e-09	-0.26368135	-0.0024981268	0.02330732
2.1550262809236403e-09	-0.2630339	-0.0036442468	0.023324952
2.160043493976846e-09	-0.26236388	-0.004771068	0.023343064
2.1650607017753726e-09	-0.2616718	-0.0058780885	0.023361648
2.17007776643456e-09	-0.26095825	-0.006964792	0.023380686
2.17509486418801e-09	-0.26022363	-0.008030751	0.02340017
2.1801120061956957e-09	-0.2594685	-0.009075515	0.023420088
2.185129089181741e-09	-0.2586934	-0.010098619	0.023440428
2.1901462464976246e-09	-0.25789884	-0.01109967	0.023461176
